Case ID,Cluster,ICS Score
2014-P-0519,4,1213.6347976
2014-P-0052,4,1235.56362548
2014-P-0524,2,935.390976688
2014-P-0525,4,1221.8923622
2014-P-0527,4,1203.82600225
2014-P-0532,2,940.42306163
2014-P-0539,2,936.107031672
2014-P-0540,4,1208.11986834
2014-P-0546,2,913.570834652
2014-P-0549,4,1218.56129289
2014-P-0055,4,1028.62319467
2014-P-0550,4,1242.89914303
2014-P-0557,4,1199.96078399
2014-P-0056,4,1213.81739014
2014-P-0562,4,1225.29368821
2014-P-0563,4,1230.87600261
2014-P-0564,4,1233.25903293
2014-P-0567,2,957.407867314
2014-P-0569,2,899.958288095
2014-P-0057,4,1221.12181045
2014-P-0574,4,1079.81255503
2014-P-0058,4,1235.38710396
2014-P-0580,4,1218.60858534
2014-P-0583,4,1200.09338692
2014-P-0584,4,1236.14705194
2014-P-0059,2,950.399966329
2014-P-0596,4,1193.38897936
2014-P-0598,2,928.754839439
2014-P-0599,4,1203.58982472
2014-P-0006,4,1220.9147693
2014-P-0060,4,1217.19409151
2014-P-0605,2,884.919327509
2014-P-0610,4,1175.28447256
2014-P-0624,4,1231.05262325
2014-P-0625,4,1197.01937349
2014-P-0626,2,946.786919242
2014-P-0627,4,1229.78840488
2014-P-0063,2,917.420605657
2014-P-0640,4,1225.86763362
2014-P-0641,4,1219.64186929
2014-P-0644,4,1214.62921412
2014-P-0650,4,1236.95857032
2014-P-0652,4,1185.10805015
2014-P-0660,4,1205.62242392
2014-P-0662,4,1224.75849514
2014-P-0664,2,921.984848088
2014-P-0665,4,1031.19775135
2014-P-0666,4,1135.51474917
2014-P-0673,4,1102.0462648
2014-P-0674,2,945.215565839
2014-P-0682,4,1219.76196752
2014-P-0683,2,944.857991923
2014-P-0690,2,881.165784743
2014-P-0691,4,1211.28265651
2014-P-0693,4,1207.56733729
2014-P-0694,4,1226.00546883
2014-P-0697,4,1157.95672817
2014-P-0698,4,1173.50196507
2014-P-0699,4,1187.07196755
2014-P-0700,4,1212.9449728
2014-P-0705,4,1229.84319065
2014-P-0707,4,1202.31186263
2014-P-0710,4,1087.46701524
2014-P-0711,2,923.629615816
2014-P-0719,4,1112.21086541
2014-P-0720,4,1194.25945955
2014-P-0731,4,1245.6610392
2014-P-0732,4,1219.16906886
2014-P-0733,4,1090.06921566
2014-P-0735,4,1212.52695778
2014-P-0736,4,1215.45994271
2014-P-0738,4,1197.78460038
2014-P-0739,4,1204.46215522
2014-P-0740,4,1206.55160539
2014-P-0742,4,1233.75225164
2014-P-0744,4,1225.01448678
2014-P-0747,4,1156.78217838
2014-P-0748,4,1215.12771066
2014-P-0075,2,929.905801417
2014-P-0753,4,1222.885286
2014-P-0754,4,960.389935411
2014-P-0755,4,1199.84233864
2014-P-0761,4,1237.48345263
2014-P-0762,4,1185.99013747
2014-P-0766,2,919.541350978
2014-P-0767,4,1225.83273588
2014-P-0771,4,1217.3638286
2014-P-0782,4,1209.44415917
2014-P-0783,4,1189.72808971
2014-P-0784,4,1177.89026771
2014-P-0785,4,1215.78197746
2014-P-0786,4,1240.47462028
2014-P-0788,4,1237.29623341
2014-P-0794,4,1116.23438464
2014-P-0797,4,1055.63182082
2014-P-0080,2,846.601981252
2014-P-0800,4,1217.50488025
2014-P-0801,4,1211.90903243
2014-P-0803,4,1235.45671217
2014-P-0081,4,1199.57580616
2014-P-0813,4,1227.35529397
2014-P-0082,4,1210.05142048
2014-P-0822,4,1212.66033061
2014-P-0827,4,1224.14034352
2014-P-0828,4,976.718911485
2014-P-0083,4,1206.18768994
2014-P-0830,4,1226.06767531
2014-P-0833,4,1222.31219057
2014-P-0835,4,1222.97604459
2014-P-0836,4,1221.37830645
2014-P-0837,4,1215.76710783
2014-P-0838,2,952.740399338
2014-P-0840,2,902.556330014
2014-P-0842,4,1226.92287452
2014-P-0085,4,1218.04569135
2014-P-0852,4,1167.86870245
2014-P-0854,4,1211.65920889
2014-P-0857,4,1232.41505278
2014-P-0859,4,1202.62717161
2014-P-0864,4,1230.73087942
2014-P-0865,2,934.485051961
2014-P-0866,4,953.567301845
2014-P-0868,4,1190.51754121
2014-P-0087,2,943.655683647
2014-P-0870,2,944.940774211
2014-P-0871,4,1176.12414571
2014-P-0872,4,1234.25085122
2014-P-0873,4,1210.01542775
2014-P-0875,4,1201.08102883
2014-P-0876,4,1233.45578773
2014-P-0877,4,1203.93215406
2014-P-0880,4,1211.98822689
2014-P-0881,2,937.126592541
2014-P-0882,2,939.076475516
2014-P-0884,4,1196.76276768
2014-P-0885,4,1231.46499916
2014-P-0886,4,1104.04567018
2014-P-0089,4,1216.02239145
2014-P-0891,4,1227.61678629
2014-P-0893,4,1204.54543231
2014-P-0894,2,941.640966398
2014-P-0895,4,1209.47038542
2014-P-0897,4,944.924149392
2014-P-0899,4,1222.21166242
2014-P-0902,4,1163.4856413
2014-P-0904,4,1236.59490674
2014-P-0907,4,1245.37756598
2014-P-0908,4,1231.68929804
2014-P-0909,2,901.513729694
2014-P-0910,2,961.094041246
2014-P-0911,4,1241.4917165
2014-P-0927,4,1233.30488254
2014-P-0930,4,1194.69951423
2014-P-0931,4,1130.64164374
2014-P-0936,2,935.99403494
2014-P-0094,4,1239.11364344
2014-P-0953,4,1203.33676711
2014-P-0954,4,1153.8146244
2014-P-0956,4,1213.86059761
2014-P-0957,4,1224.1890842
2014-P-0959,4,1228.77715073
2014-P-0096,4,1170.04495622
2014-P-0961,4,1236.95142354
2014-P-0962,4,1244.2482958
2014-P-0964,4,1084.02278288
2014-P-0967,4,1198.51284376
2014-P-0968,2,944.695073131
2014-P-0970,4,1221.46882622
2014-P-0971,4,1223.30326435
2014-P-0972,4,1089.75561272
2014-P-0973,4,1229.55613869
2014-P-0975,4,1210.55798884
2014-P-0098,4,1207.83682671
2014-P-0980,4,1072.42760751
2014-P-0988,2,878.096290545
2014-P-0990,4,1111.88792799
2014-P-0995,4,1047.81121904
2014-P-0999,4,1223.96135783
2015-P-0010,4,1190.26025876
2015-P-1000,4,1175.13943072
2015-P-1002,2,885.523997143
2015-P-1004,2,919.020717646
2015-P-1005,2,894.7211372
2015-P-1010,2,922.120759145
2015-P-1015,4,1216.14524724
2015-P-1018,4,1171.04137877
2015-P-1019,1,531.751547412
2015-P-1026,4,1152.45107955
2015-P-1030,4,1193.20243935
2015-P-1034,1,562.247476482
2015-P-1038,1,537.860283765
2015-P-0104,4,1213.48214569
2015-P-1040,4,1217.08369251
2015-P-1043,4,1062.22589422
2015-P-1044,1,577.09125157
2015-P-1045,4,1186.80854717
2015-P-0105,4,1183.73561685
2015-P-1057,4,1155.06308635
2015-P-0107,4,1187.24174576
2015-P-1072,4,1201.65504739
2015-P-1073,4,1202.82676962
2015-P-1076,4,1139.57287212
2015-P-1079,4,1150.90144355
2015-P-0108,4,1051.90072748
2015-P-1081,1,539.044164406
2015-P-1084,4,1139.16831245
2015-P-1088,1,555.531045082
2015-P-0109,4,1189.14840888
2015-P-1099,1,539.173959444
2015-P-0011,2,928.223480303
2015-P-0110,4,1126.78731705
2015-P-1100,1,559.331105871
2015-P-1102,4,1093.34914685
2015-P-1105,1,575.963540628
2015-P-1107,4,1200.95820332
2015-P-1108,1,529.650350811
2015-P-1115,4,1109.25523129
2015-P-1118,4,1198.01611174
2015-P-1120,4,1171.07949775
2015-P-1122,4,1174.69168908
2015-P-1124,4,1058.8918398
2015-P-1125,1,545.588913545
2015-P-1128,1,485.3191956
2015-P-1129,4,1228.78308528
2015-P-1130,1,546.293115573
2015-P-1132,4,1169.858426
2015-P-1134,1,581.002246084
2015-P-1136,4,1159.91968759
2015-P-1138,4,1140.87732635
2015-P-1139,1,518.470700692
2015-P-1152,1,558.489435688
2015-P-1157,2,850.374323416
2015-P-0116,2,918.343296489
2015-P-1162,1,505.417197065
2015-P-1164,1,577.568243984
2015-P-1165,4,1208.13417728
2015-P-1168,4,1184.68776811
2015-P-1176,1,540.292972846
2015-P-1181,4,1128.92852888
2015-P-1182,4,1186.29745482
2015-P-1183,1,600.035921514
2015-P-1186,4,1191.35084955
2015-P-1188,4,1207.52899797
2015-P-1190,4,1190.96237567
2015-P-1191,4,1113.89829992
2015-P-1192,2,931.816313604
2015-P-1196,1,524.916574918
2015-P-1197,1,478.43765836
2015-P-1207,1,602.020532404
2015-P-1212,1,545.526883843
2015-P-1218,4,1100.95345674
2015-P-1219,1,525.143378304
2015-P-0124,4,1214.40197179
2015-P-1241,1,551.318455223
2015-P-1245,4,1126.69669985
2015-P-1248,1,533.821836972
2015-P-0125,4,1155.35922914
2015-P-1252,4,1210.9584976
2015-P-1253,4,1190.40582811
2015-P-1255,4,1135.76264581
2015-P-0126,4,1190.32391082
2015-P-1261,2,944.311656298
2015-P-1262,2,879.561349286
2015-P-1268,4,1153.77948465
2015-P-1269,4,1016.61020867
2015-P-1275,1,593.654652416
2015-P-1284,4,1159.45749367
2015-P-1285,1,545.740989051
2015-P-1289,4,1209.49076701
2015-P-1291,1,492.281415983
2015-P-1294,1,543.617321785
2015-P-1296,2,926.889471874
2015-P-1299,2,852.416270239
2015-P-0013,4,1235.16384472
2015-P-0130,4,1237.55359718
2015-P-1306,4,1184.48259426
2015-P-1307,1,568.815261107
2015-P-0131,4,1195.45499124
2015-P-1314,1,576.412443005
2015-P-1315,4,1116.45302026
2015-P-0133,2,904.227114997
2015-P-1330,1,598.508073217
2015-P-1335,2,891.294848821
2015-P-1338,4,1123.29712494
2015-P-1340,1,567.036867709
2015-P-1344,1,594.002866746
2015-P-1349,4,1100.89892547
2015-P-0135,4,1159.10607116
2015-P-1353,2,865.909183078
2015-P-1358,1,533.795206905
2015-P-1359,4,1212.05208078
2015-P-1365,1,555.067630545
2015-P-1366,4,1168.55978111
2015-P-1368,1,565.009870257
2015-P-1369,1,493.779062439
2015-P-0137,1,549.512660302
2015-P-1371,1,512.136098763
2015-P-1372,1,562.806701379
2015-P-1386,2,846.334012251
2015-P-1388,4,1032.65712997
2015-P-1390,2,852.114421696
2015-P-1391,4,1163.86474335
2015-P-1392,1,569.147093552
2015-P-0014,4,1217.50514146
2015-P-1401,1,578.909869067
2015-P-1403,1,564.141788958
2015-P-1405,4,1127.62664011
2015-P-1406,1,586.970689247
2015-P-1408,4,1141.85521434
2015-P-1410,4,1169.22430893
2015-P-1415,1,569.295198681
2015-P-1416,1,590.763368388
2015-P-1425,4,1175.26885153
2015-P-0144,4,1221.39048444
2015-P-1443,4,1143.95040338
2015-P-1460,1,494.837096408
2015-P-1461,1,598.868112036
2015-P-1466,1,573.288474745
2015-P-0148,2,881.192713723
2015-P-1481,1,559.689909416
2015-P-1490,1,550.969599567
2015-P-1494,4,1185.3111702
2015-P-1498,1,547.112754911
2015-P-0015,1,562.380382424
2015-P-1502,1,599.71843929
2015-P-1505,1,540.820715974
2015-P-1506,1,592.263375081
2015-P-1507,1,478.800604334
2015-P-1508,1,585.079684753
2015-P-0151,4,1187.32275284
2015-P-1512,1,600.587183198
2015-P-1513,4,1207.93621742
2015-P-1514,1,596.053840062
2015-P-1515,4,1100.05194245
2015-P-1518,1,556.760128189
2015-P-1521,1,531.962613114
2015-P-1524,1,593.929606264
2015-P-1526,1,616.532226591
2015-P-1528,1,528.067542635
2015-P-0153,2,948.15219494
2015-P-1530,1,609.77723789
2015-P-1532,1,569.280908249
2015-P-1534,1,554.563819591
2015-P-1545,2,784.690185203
2015-P-0155,4,1201.87878693
2015-P-1550,1,484.827066243
2015-P-1551,1,579.906993546
2015-P-1553,1,588.66181812
2015-P-1562,1,604.325488498
2015-P-1564,1,593.704544057
2015-P-1566,1,606.533444424
2015-P-1569,1,582.271447686
2015-P-1573,1,598.371390242
2015-P-1578,1,588.575645517
2015-P-1579,1,592.992574387
2015-P-0158,4,1227.0030906
2015-P-1584,1,593.716733409
2015-P-0159,4,1138.81511684
2015-P-1593,1,601.35272439
2015-P-0016,1,577.857344408
2015-P-0160,4,1230.2250535
2015-P-1608,1,567.022515313
2015-P-1609,1,607.164996174
2015-P-1610,1,603.635607415
2015-P-1614,1,525.485398721
2015-P-1615,1,580.926169212
2015-P-1616,1,605.725278418
2015-P-1620,1,592.0347397
2015-P-1621,1,610.845867277
2015-P-1622,1,522.979361862
2015-P-1627,1,599.983471741
2015-P-1634,1,524.090260858
2015-P-1638,1,601.561436427
2015-P-1641,1,587.21369882
2015-P-1642,1,539.330207008
2015-P-1643,1,598.76812354
2015-P-0165,4,1210.73232594
2015-P-1650,1,571.449826652
2015-P-1651,1,602.293897308
2015-P-1656,1,608.591414854
2015-P-1660,1,608.261225806
2015-P-1664,1,595.048373836
2015-P-1665,1,604.782074772
2015-P-1667,1,600.723925096
2015-P-1668,2,811.659586053
2015-P-0167,4,1214.39802464
2015-P-1672,1,605.462413761
2015-P-1673,2,908.146157379
2015-P-0168,4,1194.17036304
2015-P-1682,1,605.706102726
2015-P-1683,1,572.596225816
2015-P-1686,1,582.455340774
2015-P-1688,1,578.664310658
2015-P-1689,1,567.089535952
2015-P-0169,4,1198.20181873
2015-P-0170,4,1197.39521055
2015-P-1703,1,594.387740072
2015-P-1704,1,585.537581852
2015-P-1707,1,595.377268225
2015-P-1708,1,487.717144723
2015-P-1712,1,571.137822143
2015-P-1716,1,506.276078759
2015-P-1724,1,554.411375062
2015-P-1725,1,593.939742043
2015-P-1727,1,552.456311584
2015-P-1729,1,514.064103682
2015-P-0173,4,1229.0708329
2015-P-1730,1,575.803820773
2015-P-1731,1,562.988308806
2015-P-1732,1,573.009052073
2015-P-1734,1,609.360655887
2015-P-1735,1,566.809866886
2015-P-1737,1,597.94214727
2015-P-1738,1,600.122279398
2015-P-1742,1,577.662942882
2015-P-1743,1,612.84686404
2015-P-1744,1,560.427166743
2015-P-1745,1,560.636045652
2015-P-1747,1,601.629401171
2015-P-1748,1,515.396175851
2015-P-1750,1,606.239534085
2015-P-0176,4,1207.99876101
2015-P-0177,4,1173.49344792
2015-P-0179,2,943.600004015
2015-P-0182,4,1171.70480092
2015-P-0186,4,1166.36419719
2015-P-0188,1,486.590196118
2015-P-0189,4,1192.55725601
2015-P-0191,4,1229.03936178
2015-P-0192,4,1137.09875832
2015-P-0193,4,902.330436606
2015-P-0195,1,544.446009499
2015-P-0020,4,1158.65071909
2015-P-0201,4,1195.59556498
2015-P-0206,4,1186.16180883
2015-P-0213,4,1170.3472906
2015-P-0214,2,944.570402485
2015-P-0216,4,1225.07755206
2015-P-0219,4,1230.14156311
2015-P-0022,4,1206.36136125
2015-P-0222,4,1225.53514901
2015-P-0224,1,536.878856106
2015-P-0225,4,1202.65669633
2015-P-0226,4,1177.45020228
2015-P-0227,4,1228.03548449
2015-P-0228,4,1141.74917529
2015-P-0023,4,1178.30932969
2015-P-0230,4,842.162040004
2015-P-0231,4,1223.45261937
2015-P-0238,4,981.899656508
2015-P-0241,4,1135.77612251
2015-P-0242,4,1195.05125539
2015-P-0243,4,1170.90510724
2015-P-0244,1,496.681389139
2015-P-0254,4,1167.63042288
2015-P-0255,4,1176.88007871
2015-P-0026,4,1195.5980387
2015-P-0264,4,1219.16667621
2015-P-0266,4,1197.17637451
2015-P-0267,4,1166.6700594
2015-P-0268,4,1216.55930563
2015-P-0269,4,1219.92238682
2015-P-0276,4,1166.71081099
2015-P-0278,4,1231.91877836
2015-P-0279,4,1196.67928098
2015-P-0280,4,1219.83858808
2015-P-0284,4,1197.2977515
2015-P-0285,4,1215.03057852
2015-P-0286,4,1191.91135928
2015-P-0289,4,1188.46580355
2015-P-0296,4,1211.84885668
2015-P-0297,4,1208.30820118
2015-P-0003,4,1190.32138869
2015-P-0030,2,899.536697546
2015-P-0301,4,1216.1231313
2015-P-0302,4,1228.76319743
2015-P-0307,4,1196.40648694
2015-P-0312,2,938.032233385
2015-P-0320,4,1181.26428634
2015-P-0033,4,1178.01055215
2015-P-0332,4,1215.0605009
2015-P-0339,4,1119.76737709
2015-P-0034,2,928.917539951
2015-P-0344,4,1209.73655132
2015-P-0348,2,875.047042506
2015-P-0350,4,1161.11340842
2015-P-0353,4,1146.61930218
2015-P-0036,4,1219.37108854
2015-P-0364,4,1201.6092255
2015-P-0365,4,1148.19659938
2015-P-0368,4,1217.29960098
2015-P-0369,4,1159.57876963
2015-P-0037,4,989.73797017
2015-P-0370,4,1206.57963388
2015-P-0372,4,1166.5036761
2015-P-0373,4,1171.19294525
2015-P-0377,4,1181.60881408
2015-P-0380,4,1191.28714612
2015-P-0381,4,1218.56436133
2015-P-0385,4,1224.7804369
2015-P-0389,2,909.600396822
2015-P-0039,4,1177.83462466
2015-P-0391,2,900.495229232
2015-P-0393,4,1239.27944614
2015-P-0396,4,1216.30987842
2015-P-0399,1,538.920063614
2015-P-0004,4,1206.38993113
2015-P-0402,4,1191.48401404
2015-P-0403,4,1203.01374264
2015-P-0407,4,1164.49607897
2015-P-0408,4,1210.10976222
2015-P-0410,4,1174.73467741
2015-P-0411,4,1189.16357994
2015-P-0413,4,1183.09649679
2015-P-0415,4,1190.27912453
2015-P-0416,1,538.198551477
2015-P-0042,4,1180.0996515
2015-P-0420,2,838.879769834
2015-P-0422,4,1115.46777406
2015-P-0423,4,1223.43005174
2015-P-0424,4,934.881538386
2015-P-0425,4,952.945427793
2015-P-0427,4,1223.73072033
2015-P-0429,4,1137.35591398
2015-P-0043,4,1179.91514122
2015-P-0430,4,1185.71625815
2015-P-0431,4,1210.64305905
2015-P-0432,4,1183.50397852
2015-P-0433,4,1192.65891655
2015-P-0434,4,1232.15056223
2015-P-0435,1,516.593978953
2015-P-0439,4,1139.39975545
2015-P-0044,4,1143.7682125
2015-P-0440,4,1185.26117495
2015-P-0442,4,1211.82890377
2015-P-0450,4,1191.02333065
2015-P-0453,1,513.260664937
2015-P-0456,2,912.183151883
2015-P-0458,4,1210.27192377
2015-P-0459,4,1203.80692292
2015-P-0046,4,1216.46974417
2015-P-0460,4,1186.67181088
2015-P-0468,2,897.319945624
2015-P-0470,2,914.828334411
2015-P-0471,4,1217.13020754
2015-P-0472,4,1218.68793882
2015-P-0490,4,1189.19645487
2015-P-0491,4,1179.9730897
2015-P-0492,4,1231.68497113
2015-P-0496,4,1198.51579172
2015-P-0502,2,953.272023106
2015-P-0504,4,1157.361855
2015-P-0505,4,1107.62957449
2015-P-0506,2,940.160576595
2015-P-0507,4,1217.54023645
2015-P-0512,4,1204.73306521
2015-P-0517,4,1209.49878777
2015-P-0518,4,1136.73563979
2015-P-0520,4,1121.51296586
2015-P-0522,1,535.176089505
2015-P-0523,4,1045.88455501
2015-P-0526,4,1133.75131671
2015-P-0527,4,1183.30384071
2015-P-0528,2,855.540253128
2015-P-0529,4,1180.73044367
2015-P-0530,4,1202.78196813
2015-P-0542,4,1190.10867897
2015-P-0545,4,1107.31276213
2015-P-0547,4,1188.91858563
2015-P-0549,4,1228.91520151
2015-P-0550,4,1226.29439078
2015-P-0551,4,1208.18351277
2015-P-0552,4,1203.43946349
2015-P-0553,4,1165.40949832
2015-P-0554,4,1205.25204776
2015-P-0555,4,1219.20730614
2015-P-0556,4,1213.05736888
2015-P-0557,4,1185.4585216
2015-P-0559,4,1225.35040012
2015-P-0563,4,1148.45084528
2015-P-0564,2,872.794731055
2015-P-0565,2,820.614479961
2015-P-0566,4,1228.10183008
2015-P-0570,4,1166.19562237
2015-P-0572,1,517.124605561
2015-P-0574,1,564.363719362
2015-P-0581,4,1200.84831945
2015-P-0584,4,1203.65983587
2015-P-0586,4,1176.63975764
2015-P-0588,2,869.943295491
2015-P-0589,4,1217.39417807
2015-P-0059,4,1192.41107645
2015-P-0594,4,1201.60269765
2015-P-0595,4,1161.23876654
2015-P-0598,4,1141.72541636
2015-P-0060,2,944.347092135
2015-P-0600,4,1161.6821514
2015-P-0601,1,577.256149731
2015-P-0603,1,513.521245429
2015-P-0606,2,929.32645596
2015-P-0607,4,1208.1031088
2015-P-0608,4,1107.11021113
2015-P-0061,4,1187.99881692
2015-P-0610,4,1194.66249255
2015-P-0613,4,1154.64646351
2015-P-0614,4,1160.31712787
2015-P-0619,4,1013.37471454
2015-P-0062,4,1166.58064341
2015-P-0620,4,1201.89764672
2015-P-0622,4,1221.59961718
2015-P-0623,4,1214.44786378
2015-P-0624,4,1215.40699978
2015-P-0632,2,888.626374468
2015-P-0635,4,1008.52081023
2015-P-0636,4,1201.83944559
2015-P-0637,4,1175.66817159
2015-P-0638,4,1153.22700136
2015-P-0639,4,1115.30679593
2015-P-0064,4,1181.21907499
2015-P-0642,4,1197.51574406
2015-P-0644,4,1173.91013809
2015-P-0648,2,921.872656067
2015-P-0649,2,916.97038135
2015-P-0652,1,511.020940662
2015-P-0653,2,898.831071446
2015-P-0654,4,1071.57113158
2015-P-0655,4,1150.58172395
2015-P-0659,4,1157.80456714
2015-P-0662,1,561.442608021
2015-P-0665,1,535.209142858
2015-P-0671,4,1139.58530145
2015-P-0672,2,920.863051593
2015-P-0676,1,542.379386289
2015-P-0679,4,1170.5900017
2015-P-0068,4,1133.66077192
2015-P-0069,4,999.913828578
2015-P-0690,4,1208.67786589
2015-P-0691,1,543.328809115
2015-P-0696,1,508.851136698
2015-P-0699,1,554.564036429
2015-P-0007,4,1128.01244936
2015-P-0700,4,1227.67383784
2015-P-0703,2,922.158993008
2015-P-0705,1,550.093240384
2015-P-0709,4,1202.7905015
2015-P-0710,4,1200.51837238
2015-P-0711,1,577.68952775
2015-P-0712,4,1189.58054739
2015-P-0720,4,1164.9187491
2015-P-0721,4,1226.10616993
2015-P-0723,4,1059.97965947
2015-P-0724,4,1078.17163292
2015-P-0073,4,1186.41096662
2015-P-0732,4,1175.54936107
2015-P-0733,4,1167.94239091
2015-P-0734,4,1182.81074263
2015-P-0736,4,1219.48237281
2015-P-0737,4,1202.20143379
2015-P-0739,1,536.174601039
2015-P-0743,4,1117.37208088
2015-P-0750,2,938.5939234
2015-P-0751,1,463.415852622
2015-P-0752,2,900.183623829
2015-P-0756,2,940.454089798
2015-P-0757,4,1235.23147244
2015-P-0758,4,1168.15122834
2015-P-0759,4,1207.79378105
2015-P-0076,2,936.78737089
2015-P-0763,4,1179.65991346
2015-P-0766,2,926.49443006
2015-P-0767,4,1202.69359747
2015-P-0769,1,553.415449113
2015-P-0775,2,894.556308627
2015-P-0078,4,1196.37376524
2015-P-0783,4,1202.37307813
2015-P-0784,4,1165.07435414
2015-P-0785,2,934.763486383
2015-P-0788,4,1084.355923
2015-P-0079,4,1124.49055047
2015-P-0792,4,1167.41221714
2015-P-0793,4,1223.76287822
2015-P-0795,2,880.757142339
2015-P-0008,2,924.350510035
2015-P-0801,4,1192.80277185
2015-P-0808,1,479.438187698
2015-P-0809,4,1106.54756364
2015-P-0081,4,1126.53056492
2015-P-0810,4,1126.38137348
2015-P-0813,4,1183.06570904
2015-P-0814,4,1185.86996081
2015-P-0815,1,518.965853049
2015-P-0816,4,1186.4544286
2015-P-0819,2,925.069195502
2015-P-0082,4,1010.42689036
2015-P-0825,4,1136.78918574
2015-P-0826,4,1189.74784985
2015-P-0834,2,889.297161593
2015-P-0842,1,541.561163577
2015-P-0850,1,579.313941313
2015-P-0851,4,1199.17890082
2015-P-0853,4,1182.5194039
2015-P-0855,1,602.185783383
2015-P-0857,4,1225.39779426
2015-P-0863,4,1193.57852877
2015-P-0865,4,1108.53556943
2015-P-0866,4,1172.03690064
2015-P-0867,1,530.745217625
2015-P-0087,4,1198.88047061
2015-P-0872,4,1125.30516829
2015-P-0874,1,548.958607487
2015-P-0876,4,1190.29333664
2015-P-0877,4,1180.60824467
2015-P-0878,1,538.688322718
2015-P-0088,4,1193.37220814
2015-P-0884,4,1158.92490461
2015-P-0885,4,1140.6235623
2015-P-0089,4,1203.75700712
2015-P-0896,4,1188.91467306
2015-P-0897,4,1126.85152344
2015-P-0899,1,526.394933775
2015-P-0900,4,1125.73766135
2015-P-0914,4,989.395269673
2015-P-0919,4,1211.04852291
2015-P-0925,1,530.907015254
2015-P-0926,1,550.149146334
2015-P-0927,4,1206.59628969
2015-P-0928,4,1178.68985061
2015-P-0929,1,556.824888275
2015-P-0093,4,1229.13864424
2015-P-0931,2,930.760554807
2015-P-0934,1,522.846260739
2015-P-0935,4,1052.4365267
2015-P-0942,2,896.594519789
2015-P-0943,1,556.955023948
2015-P-0945,4,1170.56510378
2015-P-0946,1,546.648823643
2015-P-0947,1,538.743107344
2015-P-0948,4,1187.50684271
2015-P-0955,4,1180.03521516
2015-P-0956,4,1180.10421648
2015-P-0958,4,1237.99500564
2015-P-0960,4,1181.81398313
2015-P-0962,1,565.182080034
2015-P-0963,4,1216.60061731
2015-P-0968,4,1222.46026208
2015-P-0969,4,1131.04072403
2015-P-0970,4,1192.81187906
2015-P-0978,2,923.49739656
2015-P-0979,4,1202.278302
2015-P-0980,4,1078.52183083
2015-P-0982,4,895.551894987
2015-P-0983,1,495.551676001
2015-P-0985,4,1195.54896629
2015-P-0986,4,1191.68587426
2015-P-0987,4,1161.72124428
2015-P-0990,1,591.245304416
2015-P-0991,4,1213.89185432
2015-P-0995,4,1066.48112929
2015-P-0996,1,537.593833024
2015-P-0998,1,472.425195509
2015-P-0999,4,1217.77893384
2016-P-0010,1,574.986838037
2016-P-0100,1,602.140877383
2016-P-1003,1,581.498619249
2016-P-1007,1,594.316874432
2016-P-0102,1,524.431093033
2016-P-1021,1,607.751067094
2016-P-1024,1,521.646370139
2016-P-1027,1,597.017280691
2016-P-1028,1,598.182238012
2016-P-1030,1,600.948992947
2016-P-1033,1,598.059811111
2016-P-1036,1,604.726069866
2016-P-1043,1,608.418491606
2016-P-1048,1,600.058680327
2016-P-0105,1,603.619629164
2016-P-1052,1,603.432638339
2016-P-1059,1,593.614072189
2016-P-1062,1,605.428460418
2016-P-1063,1,598.870744266
2016-P-1066,1,599.927967855
2016-P-0107,1,596.771527833
2016-P-1073,1,606.715318705
2016-P-1074,1,581.047267075
2016-P-1076,1,592.553639235
2016-P-1079,1,580.396248857
2016-P-0108,1,601.898779563
2016-P-1086,2,812.576099142
2016-P-1089,1,563.235086726
2016-P-0109,1,600.243778996
2016-P-1092,1,609.452494322
2016-P-1093,1,591.874805114
2016-P-1095,1,593.709506996
2016-P-1096,1,600.78660035
2016-P-1098,1,603.749858964
2016-P-0011,1,606.84748479
2016-P-0110,2,839.474569846
2016-P-1125,1,595.720825261
2016-P-1126,1,590.290247149
2016-P-0113,1,563.593431593
2016-P-1132,1,595.230613645
2016-P-1139,1,599.735323432
2016-P-1144,1,615.544266056
2016-P-1145,1,591.464207893
2016-P-1146,1,611.659758896
2016-P-1149,1,565.769685747
2016-P-1164,1,596.22402664
2016-P-1165,1,598.43380793
2016-P-1166,1,604.696399302
2016-P-1175,1,602.813792905
2016-P-1176,1,600.414389622
2016-P-1177,1,593.393147691
2016-P-1178,1,603.023265705
2016-P-1190,1,581.68260044
2016-P-1194,1,589.601320207
2016-P-1203,1,593.347073556
2016-P-1204,1,594.60980234
2016-P-1205,1,592.149383132
2016-P-0121,1,605.682244769
2016-P-1213,1,589.349105233
2016-P-1216,1,612.479354929
2016-P-1219,1,593.734007707
2016-P-0122,1,594.060822511
2016-P-1222,1,603.456586112
2016-P-1225,1,605.519571291
2016-P-1228,1,564.264940832
2016-P-1229,1,560.388691638
2016-P-0123,1,592.503291929
2016-P-1233,1,579.87501354
2016-P-1241,1,568.953260032
2016-P-1242,1,588.225239997
2016-P-1243,1,604.202140414
2016-P-1246,1,586.233421165
2016-P-0125,1,601.179967162
2016-P-1251,1,600.881160423
2016-P-1255,1,581.204102029
2016-P-1261,1,612.890461962
2016-P-1263,1,602.188157087
2016-P-1264,1,563.899499599
2016-P-0127,1,607.875491075
2016-P-1271,1,591.354782093
2016-P-1272,1,592.089590835
2016-P-1273,1,599.187061619
2016-P-1276,1,571.738069095
